0	0.5282152230971129	0.119	0.051181102362204724	0.014
0	0.5321522309711286	0.147	0.05905511811023622	0.014
0	0.6968503937007874	0.1235	0.028871391076115485	0.013
0	0.17125984251968504	0.112	0.06430446194225722	0.014
0	0.17716535433070865	0.1385	0.08398950131233596	0.015
0	0.17716535433070865	0.1675	0.07874015748031496	0.017
0	0.17388451443569553	0.291	0.08792650918635171	0.018
0	0.6515748031496063	0.3355	0.12992125984251968	0.015
0	0.13648293963254593	0.5075	0.023622047244094488	0.013
0	0.13648293963254593	0.5375	0.026246719160104987	0.011
0	0.8307086614173228	0.7715	0.026246719160104987	0.115
0	0.16076115485564305	0.5115	0.01968503937007874	0.011
0	0.615485564304462	0.1495	0.08398950131233596	0.017
0	0.2769028871391076	0.1425	0.06561679790026247	0.015
0	0.42322834645669294	0.07	0.6601049868766404	0.028
0	0.8464566929133859	0.0735	0.10498687664041995	0.035
0	0.307742782152231	0.1145	0.16929133858267717	0.017
0	0.6062992125984252	0.1215	0.06561679790026247	0.017
0	0.7585301837270341	0.124	0.07349081364829396	0.016
0	0.2736220472440945	0.1715	0.1115485564304462	0.017
0	0.17913385826771652	0.1895	0.09317585301837271	0.015
0	0.5616797900262467	0.1745	0.11811023622047244	0.017
0	0.6594488188976378	0.1785	0.06955380577427822	0.017
0	0.2782152230971129	0.234	0.12335958005249344	0.016
0	0.18503937007874016	0.2525	0.11023622047244094	0.017
0	0.6377952755905512	0.314	0.10236220472440945	0.016
0	0.7624671916010499	0.3145	0.11286089238845144	0.017
0	0.44291338582677164	0.405	0.636482939632546	0.062
0	0.22703412073490814	0.5525	0.12073490813648294	0.043
0	0.15288713910761154	0.9675	0.3031496062992126	0.029
